filename,image_id,face_index,eyeglasses_proba,detector_conf,is_target,sunglasses_prediction,face_size,face_bbox,image_url,source_file
target_612_clf1.00_det0.89.jpg,612,0,0.9972789883613586,0.8921827077865601,True,False,"[140, 117]","[121, 75, 262, 192]",https://upload.wikimedia.org/wikipedia/commons/e/e5/Hangeng.JPG,train-00000-of-00330.parquet
target_4_clf1.00_det0.89.jpg,4,0,0.9969179630279541,0.8944209814071655,True,False,"[178, 141]","[79, 61, 257, 202]",https://upload.wikimedia.org/wikipedia/commons/1/16/Zager%2C_J%C3%B6rg-1.jpg,train-00000-of-00330.parquet
target_400_clf1.00_det0.89.jpg,400,0,0.9964280724525452,0.8924833536148071,True,False,"[178, 150]","[97, 60, 276, 210]",https://upload.wikimedia.org/wikipedia/commons/b/b4/JanetLHetheringtonJune2011.jpg,train-00000-of-00330.parquet
target_731_clf1.00_det0.92.jpg,731,0,0.9962471127510071,0.9209245443344116,True,False,"[160, 147]","[86, 69, 246, 217]",https://upload.wikimedia.org/wikipedia/commons/5/52/The_Hon_Christine_Kangaloo.jpg,train-00001-of-00330.parquet
target_782_clf1.00_det0.88.jpg,782,0,0.9962210655212402,0.8823256492614746,True,False,"[148, 102]","[119, 69, 268, 172]",https://upload.wikimedia.org/wikipedia/commons/9/9d/Dr_Alan_Soper_FRS.jpg,train-00001-of-00330.parquet
target_867_clf1.00_det0.88.jpg,867,0,0.9962151646614075,0.8758836388587952,True,False,"[121, 119]","[105, 50, 226, 169]",https://upload.wikimedia.org/wikipedia/commons/a/af/Wolfgang_Haase.JPG,train-00001-of-00330.parquet
target_861_clf1.00_det0.91.jpg,861,0,0.9960460066795349,0.9081627130508423,True,False,"[126, 118]","[112, 69, 239, 188]",https://upload.wikimedia.org/wikipedia/commons/e/ee/Padma_Vibhushan_Raghunath_Mohapatra_%28Architect_and_Sculptor%29_01.jpg,train-00001-of-00330.parquet
target_964_clf1.00_det0.88.jpg,964,0,0.9957913160324097,0.8809295892715454,True,False,"[170, 122]","[70, 49, 240, 172]",https://upload.wikimedia.org/wikipedia/commons/2/2f/Endo_Shigeru.JPG,train-00001-of-00330.parquet
target_180_clf1.00_det0.90.jpg,180,0,0.9956366419792175,0.8989839553833008,True,False,"[165, 141]","[100, 56, 266, 198]",http://upload.wikimedia.org/wikipedia/commons/e/e7/2014_Neujahrsempfang_Hannover_Oberb%C3%BCrgermeister_Stefan_Schostok_%28046%29_Der_OB_mit_der_Amtskette%2C_1901_von_%E2%80%9EW._Lameyer_%26_Sohn%2C_Fabrikation%2C_Handlung_und_Lager_von_Juwelen%2C_Gold-_und_Silberarbeiten%E2%80%9C%2C_Stadtwappen_von_1950.jpg,train-00000-of-00330.parquet
target_296_clf1.00_det0.90.jpg,296,0,0.9955126643180847,0.9003276824951172,True,False,"[111, 115]","[94, 52, 206, 168]",http://upload.wikimedia.org/wikipedia/commons/d/d2/Premier_Eva_Aariak_cropped.jpg,train-00000-of-00330.parquet
target_1153_clf1.00_det0.91.jpg,1153,0,0.995158851146698,0.9108482599258423,True,False,"[173, 129]","[111, 134, 285, 263]",https://upload.wikimedia.org/wikipedia/commons/d/dd/AHN.KJ.jpg,train-00001-of-00330.parquet
target_790_clf1.00_det0.87.jpg,790,0,0.995131254196167,0.8718788623809814,True,False,"[163, 140]","[115, 36, 278, 177]",https://upload.wikimedia.org/wikipedia/commons/9/93/Gorelal-manishi-2.jpg,train-00001-of-00330.parquet
target_586_clf0.99_det0.90.jpg,586,0,0.9939629435539246,0.8992151021957397,True,False,"[159, 139]","[82, 102, 242, 242]",https://upload.wikimedia.org/wikipedia/commons/5/59/Raphael_Urweider-42.jpg,train-00000-of-00330.parquet
target_839_clf0.99_det0.88.jpg,839,0,0.9937963485717773,0.8791478276252747,True,False,"[180, 158]","[79, 84, 259, 242]",https://upload.wikimedia.org/wikipedia/commons/6/6f/Amaury_du_Closel_par_Claude_Truong-Ngoc_septembre_2015.jpg,train-00001-of-00330.parquet
target_919_clf0.99_det0.89.jpg,919,0,0.9936662316322327,0.8893298506736755,True,False,"[102, 121]","[92, 40, 194, 161]",https://upload.wikimedia.org/wikipedia/commons/8/85/As%27ad_AbuKhalil2.JPG,train-00001-of-00330.parquet
target_1008_clf0.99_det0.90.jpg,1008,0,0.9933445453643799,0.9031705856323242,True,False,"[145, 125]","[99, 38, 245, 164]",https://upload.wikimedia.org/wikipedia/commons/6/65/Aamir_Khan_at_the_success_bash_of_Secret_Superstar.jpg,train-00001-of-00330.parquet
target_657_clf0.99_det0.91.jpg,657,0,0.9933280944824219,0.905889093875885,True,False,"[171, 146]","[128, 80, 300, 227]",https://upload.wikimedia.org/wikipedia/commons/5/53/Ishimaru-Jiro.jpg,train-00000-of-00330.parquet
target_960_clf0.99_det0.88.jpg,960,0,0.993134617805481,0.8751445412635803,True,False,"[153, 138]","[94, 45, 248, 184]",https://upload.wikimedia.org/wikipedia/commons/3/30/JohnClaytonAllen.jpg,train-00001-of-00330.parquet
target_204_clf0.99_det0.88.jpg,204,0,0.9931322932243347,0.8798232674598694,True,False,"[159, 131]","[86, 70, 245, 201]",https://upload.wikimedia.org/wikipedia/commons/8/88/Liaquat_Ali_Khan_1945.jpg,train-00000-of-00330.parquet
target_408_clf0.99_det0.84.jpg,408,0,0.9928953051567078,0.8412514925003052,True,False,"[157, 114]","[94, 75, 251, 189]",http://upload.wikimedia.org/wikipedia/commons/7/72/ThomasSGordon.jpg,train-00000-of-00330.parquet
target_877_clf0.99_det0.90.jpg,877,0,0.9926283359527588,0.9003488421440125,True,False,"[117, 109]","[108, 50, 225, 159]",http://upload.wikimedia.org/wikipedia/commons/e/ea/Franz_Raml_2013.jpg,train-00001-of-00330.parquet
target_568_clf0.99_det0.88.jpg,568,0,0.9922731518745422,0.8777667880058289,True,False,"[121, 141]","[88, 42, 209, 184]",https://upload.wikimedia.org/wikipedia/commons/0/05/Susanna_Clarke_2005.JPG,train-00000-of-00330.parquet
target_988_clf0.99_det0.89.jpg,988,0,0.9921390414237976,0.8895288705825806,True,False,"[158, 152]","[98, 32, 256, 184]",https://upload.wikimedia.org/wikipedia/commons/c/cd/Helmut_Poppendick.jpg,train-00001-of-00330.parquet
target_932_clf0.99_det0.89.jpg,932,0,0.9920217394828796,0.8879721164703369,True,False,"[120, 102]","[96, 57, 216, 159]",https://upload.wikimedia.org/wikipedia/commons/2/20/Peter_Schaaff.jpg,train-00001-of-00330.parquet
target_1040_clf0.99_det0.88.jpg,1040,0,0.9918779134750366,0.8760952949523926,True,False,"[147, 161]","[115, 47, 262, 208]",https://upload.wikimedia.org/wikipedia/commons/7/76/Don_Gardner.jpg,train-00001-of-00330.parquet
target_1245_clf0.99_det0.88.jpg,1245,0,0.9917632341384888,0.8789068460464478,True,False,"[147, 113]","[87, 104, 235, 217]",https://upload.wikimedia.org/wikipedia/commons/4/40/2017_Andreas_Staribacher_%28cropped%29.jpg,train-00001-of-00330.parquet
target_963_clf0.99_det0.90.jpg,963,0,0.9916696548461914,0.8970924019813538,True,False,"[139, 152]","[91, 80, 231, 232]",https://upload.wikimedia.org/wikipedia/commons/d/d3/%28%ED%95%B4%EB%AC%B4%29_VIP%EC%8B%9C%EC%82%AC_%ED%9B%84%EA%B8%B0_%EC%98%81%EC%83%81_%28%EC%9C%A4%EA%B3%84%EC%83%81%29.jpg,train-00001-of-00330.parquet
target_1171_clf0.99_det0.88.jpg,1171,0,0.9913119673728943,0.8808310627937317,True,False,"[122, 131]","[99, 37, 222, 168]",https://upload.wikimedia.org/wikipedia/commons/e/e5/Laurent_de_brunhoff_2008.jpg,train-00001-of-00330.parquet
target_361_clf0.99_det0.89.jpg,361,0,0.9909307360649109,0.894573986530304,True,False,"[148, 150]","[86, 53, 235, 203]",https://upload.wikimedia.org/wikipedia/commons/9/95/Fred_A._Hartley%2C_Jr..jpeg,train-00000-of-00330.parquet
target_890_clf0.99_det0.87.jpg,890,0,0.9908992052078247,0.8744425773620605,True,False,"[187, 137]","[112, 84, 300, 221]",https://upload.wikimedia.org/wikipedia/commons/e/ef/James_Joyce_by_Alex_Ehrenzweig%2C_1915_restored.jpg,train-00001-of-00330.parquet
target_640_clf0.99_det0.89.jpg,640,0,0.990803599357605,0.8883067965507507,True,False,"[115, 136]","[90, 29, 206, 166]",https://upload.wikimedia.org/wikipedia/commons/6/67/Ivan_Ga%C5%A1parovi%C4%8D.jpg,train-00000-of-00330.parquet
target_647_clf0.99_det0.89.jpg,647,0,0.9907627701759338,0.8930447697639465,True,False,"[175, 143]","[124, 47, 300, 190]",https://upload.wikimedia.org/wikipedia/commons/0/0c/Daniel_F._Pinnow.JPG,train-00000-of-00330.parquet
target_341_clf0.99_det0.89.jpg,341,0,0.9906319379806519,0.8885126709938049,True,False,"[130, 137]","[106, 61, 237, 198]",https://upload.wikimedia.org/wikipedia/commons/e/e4/Amanda_Ngwenya%2C_UCT_SRC_president.jpg,train-00000-of-00330.parquet
target_1294_clf0.99_det0.90.jpg,1294,0,0.9899280667304993,0.8984768986701965,True,False,"[142, 149]","[157, 100, 300, 250]",https://upload.wikimedia.org/wikipedia/commons/0/05/Anwar_Ibrahim.jpg,train-00001-of-00330.parquet
target_808_clf0.99_det0.87.jpg,808,0,0.9898884892463684,0.874599277973175,True,False,"[149, 101]","[138, 58, 288, 159]",https://upload.wikimedia.org/wikipedia/commons/0/09/Ruth_Milles_1890.jpg,train-00001-of-00330.parquet
target_381_clf0.99_det0.88.jpg,381,0,0.9894738793373108,0.8820694088935852,True,False,"[129, 110]","[146, 87, 275, 197]",https://upload.wikimedia.org/wikipedia/commons/3/39/Dr._Gretha_Zahar.png,train-00000-of-00330.parquet
target_605_clf0.99_det0.89.jpg,605,0,0.9888547658920288,0.8922049403190613,True,False,"[150, 119]","[110, 66, 261, 185]",https://upload.wikimedia.org/wikipedia/commons/9/96/August_Cieszkowski.PNG,train-00000-of-00330.parquet
target_601_clf0.99_det0.86.jpg,601,0,0.9888525009155273,0.861095130443573,True,False,"[180, 120]","[110, 76, 290, 196]",https://upload.wikimedia.org/wikipedia/commons/0/0c/Simon_Aichner_JS.jpg,train-00000-of-00330.parquet
target_304_clf0.99_det0.89.jpg,304,0,0.9885932207107544,0.8863808512687683,True,False,"[122, 117]","[105, 68, 227, 185]",https://upload.wikimedia.org/wikipedia/commons/3/36/SouthAfricanStatePresidentP.W.BothaSouthAfricanPostageStamp.JPG,train-00000-of-00330.parquet
target_837_clf0.99_det0.87.jpg,837,0,0.9878602623939514,0.8731932044029236,True,False,"[128, 102]","[125, 62, 254, 164]",https://upload.wikimedia.org/wikipedia/commons/f/f0/Paul_Offit.jpg,train-00001-of-00330.parquet
target_388_clf0.99_det0.86.jpg,388,0,0.9871150255203247,0.8641964197158813,True,False,"[154, 115]","[103, 58, 258, 173]",https://upload.wikimedia.org/wikipedia/commons/f/f5/Claude_Mellan_-_Portrait_of_Henriette-Marie_de_Buade-Frontenac_-_WGA14767.jpg,train-00000-of-00330.parquet
target_759_clf0.99_det0.87.jpg,759,0,0.9861802458763123,0.8749667406082153,True,False,"[111, 118]","[99, 82, 211, 201]",https://upload.wikimedia.org/wikipedia/commons/b/b2/GaryOwens-cropped.jpg,train-00001-of-00330.parquet
target_1228_clf0.99_det0.91.jpg,1228,0,0.9854035973548889,0.907249927520752,True,False,"[184, 146]","[83, 42, 267, 188]",https://upload.wikimedia.org/wikipedia/commons/4/4a/Neeraj_Vora_at_the_launch_of_%27Its_Only_Cinema%27_magazine_08.jpg,train-00001-of-00330.parquet
target_1009_clf0.99_det0.90.jpg,1009,0,0.9853785037994385,0.9022822976112366,True,False,"[123, 131]","[119, 30, 242, 161]",https://upload.wikimedia.org/wikipedia/commons/8/86/Dale_Barnstable.jpg,train-00001-of-00330.parquet
target_616_clf0.98_det0.84.jpg,616,0,0.9842061996459961,0.8446057438850403,True,False,"[130, 119]","[88, 94, 219, 214]",https://upload.wikimedia.org/wikipedia/commons/0/02/Prof_Oseni_2013.JPG,train-00000-of-00330.parquet
target_870_clf0.98_det0.88.jpg,870,0,0.9841393232345581,0.8779011368751526,True,False,"[146, 124]","[78, 60, 224, 184]",https://upload.wikimedia.org/wikipedia/commons/3/39/Scott_Gaille.jpg,train-00001-of-00330.parquet
target_800_clf0.98_det0.87.jpg,800,0,0.9840148091316223,0.8655359148979187,True,False,"[155, 133]","[90, 73, 245, 206]",https://upload.wikimedia.org/wikipedia/commons/9/9c/%D0%90%D0%B1%D1%80%D0%B0%D0%BC%D0%BE%D0%B2_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87%2C_1886.jpg,train-00001-of-00330.parquet
target_463_clf0.98_det0.86.jpg,463,0,0.9837278127670288,0.861447274684906,True,False,"[131, 128]","[102, 56, 233, 184]",https://upload.wikimedia.org/wikipedia/commons/4/4b/Neill_birthday_%28cropped%29.jpg,train-00000-of-00330.parquet
target_1114_clf0.98_det0.89.jpg,1114,0,0.9836483001708984,0.8865218162536621,True,False,"[193, 152]","[106, 97, 300, 250]",https://upload.wikimedia.org/wikipedia/commons/8/88/Anders_Nordahl-Petersen.jpg,train-00001-of-00330.parquet
target_848_clf0.98_det0.89.jpg,848,0,0.9831827878952026,0.8899424076080322,True,False,"[165, 139]","[102, 70, 268, 210]",http://upload.wikimedia.org/wikipedia/commons/e/ed/Jerry_Fodor.jpg,train-00001-of-00330.parquet
target_709_clf0.98_det0.84.jpg,709,0,0.9826516509056091,0.8360231518745422,True,False,"[155, 149]","[110, 71, 265, 220]",https://upload.wikimedia.org/wikipedia/commons/e/e1/Ilija_Ognjanovi%C4%87_photo.jpg,train-00001-of-00330.parquet
target_25_clf0.98_det0.86.jpg,25,0,0.9824184775352478,0.8551746010780334,True,False,"[127, 111]","[88, 70, 215, 181]",https://upload.wikimedia.org/wikipedia/commons/f/fa/Lawrence_%28Larry%29_Kaplow.jpg,train-00000-of-00330.parquet
target_643_clf0.98_det0.89.jpg,643,0,0.9824078679084778,0.8902648687362671,True,False,"[120, 119]","[121, 48, 241, 168]",https://upload.wikimedia.org/wikipedia/commons/1/16/Stanis%C5%82aw_Lukas.jpg,train-00000-of-00330.parquet
target_724_clf0.98_det0.86.jpg,724,0,0.9822760224342346,0.8576664924621582,True,False,"[135, 110]","[127, 46, 263, 156]",https://upload.wikimedia.org/wikipedia/commons/3/30/Louis_Mordell.jpeg,train-00001-of-00330.parquet
target_211_clf0.98_det0.85.jpg,211,0,0.9822132587432861,0.851202130317688,True,False,"[134, 126]","[89, 69, 224, 196]",https://upload.wikimedia.org/wikipedia/commons/6/6b/Marten_Kingma_Hylkezoon_%281817-1900%29.jpg,train-00000-of-00330.parquet
target_0_clf0.98_det0.90.jpg,0,0,0.9819305539131165,0.9007205963134766,True,False,"[178, 142]","[106, 90, 285, 232]",https://upload.wikimedia.org/wikipedia/commons/5/5f/Blaine_Luetkemeyer.jpg,train-00000-of-00330.parquet
target_1101_clf0.98_det0.88.jpg,1101,0,0.9817183017730713,0.8771854639053345,True,False,"[173, 125]","[125, 58, 299, 183]",https://upload.wikimedia.org/wikipedia/commons/7/7e/Monika_3.jpg,train-00001-of-00330.parquet
target_160_clf0.98_det0.86.jpg,160,0,0.9815069437026978,0.8646460175514221,True,False,"[129, 107]","[67, 36, 197, 144]",https://upload.wikimedia.org/wikipedia/commons/5/51/NLN_Ann_Wright.jpg,train-00000-of-00330.parquet
target_807_clf0.98_det0.89.jpg,807,0,0.9804258346557617,0.8851560354232788,True,False,"[167, 160]","[75, 56, 242, 217]",https://upload.wikimedia.org/wikipedia/commons/0/02/Genscher_09080002.jpg,train-00001-of-00330.parquet
target_1051_clf0.98_det0.87.jpg,1051,0,0.9803023338317871,0.8736218810081482,True,False,"[194, 166]","[105, 78, 300, 245]",https://upload.wikimedia.org/wikipedia/commons/e/e0/Grzegorz_Fitelberg.jpg,train-00001-of-00330.parquet
target_564_clf0.98_det0.88.jpg,564,0,0.9793283939361572,0.8808878660202026,True,False,"[153, 156]","[102, 41, 256, 198]",https://upload.wikimedia.org/wikipedia/commons/9/9b/George_van_Tets_van_Goudriaan.jpg,train-00000-of-00330.parquet
target_652_clf0.98_det0.87.jpg,652,0,0.978793203830719,0.869229793548584,True,False,"[128, 112]","[118, 40, 246, 153]",https://upload.wikimedia.org/wikipedia/commons/9/9d/Salman_Rushdie_by_Kubik_02.JPG,train-00000-of-00330.parquet
target_629_clf0.98_det0.91.jpg,629,0,0.978528618812561,0.9060370326042175,True,False,"[113, 100]","[125, 92, 239, 192]",https://upload.wikimedia.org/wikipedia/commons/7/7c/Yasunobu_Nakamura.jpg,train-00000-of-00330.parquet
target_1276_clf0.98_det0.92.jpg,1276,0,0.9780881404876709,0.9245707988739014,True,False,"[175, 153]","[97, 63, 273, 216]",https://upload.wikimedia.org/wikipedia/commons/6/61/Keiko_Amenomiya_cropped_2_Keiko_Amenomiya_201711.png,train-00001-of-00330.parquet
target_482_clf0.98_det0.88.jpg,482,0,0.977874219417572,0.8764932751655579,True,False,"[113, 130]","[89, 79, 202, 209]",https://upload.wikimedia.org/wikipedia/commons/4/41/G.Liverani_Bild_03.jpg,train-00000-of-00330.parquet
target_1122_clf0.98_det0.89.jpg,1122,0,0.9778171181678772,0.8893576264381409,True,False,"[166, 154]","[100, 44, 267, 198]",https://upload.wikimedia.org/wikipedia/commons/c/ce/Mercedes_Mor%C3%A1n_%28cropped%29.jpg,train-00001-of-00330.parquet
target_624_clf0.98_det0.89.jpg,624,0,0.9777187705039978,0.8867073655128479,True,False,"[165, 159]","[95, 48, 261, 207]",https://upload.wikimedia.org/wikipedia/commons/4/46/Michael_Mayer_The_Seagull_%28cropped%29.jpg,train-00000-of-00330.parquet
target_788_clf0.97_det0.88.jpg,788,0,0.9748466610908508,0.880667507648468,True,False,"[132, 112]","[140, 89, 273, 202]",https://upload.wikimedia.org/wikipedia/commons/b/bc/Michael_Rosenbaum_01_%289514682754%29.jpg,train-00001-of-00330.parquet
target_1139_clf0.97_det0.87.jpg,1139,0,0.9734930396080017,0.8747822642326355,True,False,"[124, 115]","[101, 61, 225, 176]",https://upload.wikimedia.org/wikipedia/commons/e/eb/Wolfgang_Kleinw%C3%A4chter_auf_der_re_publica10_%284536842813%29_%28cropped%29.jpg,train-00001-of-00330.parquet
target_1045_clf0.97_det0.86.jpg,1045,0,0.9734055995941162,0.864311933517456,True,False,"[147, 128]","[101, 66, 249, 195]",https://upload.wikimedia.org/wikipedia/commons/a/af/Father_Delaere.png,train-00001-of-00330.parquet
target_355_clf0.97_det0.89.jpg,355,0,0.9722344279289246,0.890487551689148,True,False,"[115, 103]","[98, 100, 214, 204]",https://upload.wikimedia.org/wikipedia/commons/9/9e/JNieuwenhuis.jpg,train-00000-of-00330.parquet
target_756_clf0.97_det0.87.jpg,756,0,0.9718309640884399,0.8662629723548889,True,False,"[101, 105]","[115, 46, 216, 151]",http://upload.wikimedia.org/wikipedia/commons/0/0e/Michel_de_Bourges_%281%29.jpg,train-00001-of-00330.parquet
target_449_clf0.97_det0.83.jpg,449,0,0.9715964198112488,0.8274441361427307,True,False,"[176, 101]","[109, 103, 285, 205]",https://upload.wikimedia.org/wikipedia/commons/d/d2/Photogravure_More_Tales_from_Tolstoi.jpg,train-00000-of-00330.parquet
target_995_clf0.97_det0.78.jpg,995,0,0.9706454277038574,0.7752670645713806,True,False,"[109, 117]","[158, 108, 268, 226]",https://upload.wikimedia.org/wikipedia/commons/3/39/Heinrich_Issel_Bildnis_einer_jungen_Frau_1902.jpg,train-00001-of-00330.parquet
target_100_clf0.97_det0.88.jpg,100,0,0.9692886471748352,0.8827837109565735,True,False,"[197, 126]","[102, 77, 300, 204]",https://upload.wikimedia.org/wikipedia/commons/9/93/Sara_Holt_Portrait.jpg,train-00000-of-00330.parquet
target_665_clf0.97_det0.84.jpg,665,0,0.967207133769989,0.8380075693130493,True,False,"[120, 126]","[87, 52, 207, 179]",https://upload.wikimedia.org/wikipedia/commons/9/9b/Portrait_of_Gen._Henry_Alexander_Wise_%28cropped%29.jpg,train-00000-of-00330.parquet
target_716_clf0.96_det0.88.jpg,716,0,0.9640503525733948,0.8823720812797546,True,False,"[135, 140]","[93, 52, 229, 192]",https://upload.wikimedia.org/wikipedia/commons/e/ef/Georges_Hayem2.jpg,train-00001-of-00330.parquet
target_1191_clf0.96_det0.87.jpg,1191,0,0.963455855846405,0.8690429925918579,True,False,"[122, 133]","[107, 29, 230, 162]",http://upload.wikimedia.org/wikipedia/commons/b/b1/E._H._Chapin.JPG,train-00001-of-00330.parquet
target_394_clf0.96_det0.89.jpg,394,0,0.9625834822654724,0.8922562599182129,True,False,"[122, 107]","[85, 20, 207, 127]",https://upload.wikimedia.org/wikipedia/commons/8/8e/Mikhail_Nikolayevich_Zagoskin.jpg,train-00000-of-00330.parquet
target_714_clf0.96_det0.89.jpg,714,0,0.9612493515014648,0.8933684229850769,True,False,"[147, 140]","[79, 38, 227, 179]",https://upload.wikimedia.org/wikipedia/commons/8/87/Matt_Reeves_cropped.jpg,train-00001-of-00330.parquet
target_120_clf0.96_det0.89.jpg,120,0,0.960845410823822,0.892841100692749,True,False,"[131, 119]","[60, 97, 192, 216]",https://upload.wikimedia.org/wikipedia/commons/6/6d/Fritz_Cobet-Selbstportr%C3%A4t_um_1932.jpg,train-00000-of-00330.parquet
target_385_clf0.96_det0.89.jpg,385,0,0.9607800245285034,0.8942584991455078,True,False,"[159, 122]","[95, 60, 255, 183]",https://upload.wikimedia.org/wikipedia/commons/c/cc/Viktor_Shudegov.jpg,train-00000-of-00330.parquet
target_527_clf0.96_det0.85.jpg,527,0,0.9607526659965515,0.8516754508018494,True,False,"[129, 135]","[78, 23, 208, 158]",https://upload.wikimedia.org/wikipedia/commons/3/36/Valerio_Zurlini.jpg,train-00000-of-00330.parquet
target_484_clf0.96_det0.82.jpg,484,0,0.9568267464637756,0.8236889243125916,True,False,"[135, 112]","[100, 88, 236, 201]",https://upload.wikimedia.org/wikipedia/commons/5/5b/%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87_%D0%A4%D0%B0%D0%B4%D0%B5%D0%B5%D0%B2_1.JPG,train-00000-of-00330.parquet
target_579_clf0.96_det0.87.jpg,579,0,0.9550890326499939,0.8697200417518616,True,False,"[155, 150]","[102, 53, 257, 203]",http://upload.wikimedia.org/wikipedia/commons/a/a6/SirChetturSankaranNair.jpg,train-00000-of-00330.parquet
target_1097_clf0.95_det0.88.jpg,1097,0,0.9548724293708801,0.8802260756492615,True,False,"[194, 170]","[91, 70, 285, 240]",https://upload.wikimedia.org/wikipedia/commons/9/9d/Herman_Jaeger.png,train-00001-of-00330.parquet
